station_dt_key,date,station,PRCP,SNOW,SNWD,AWND,TMAX,TMIN
USW00003928_2017-10-03,2017-10-03,USW00003928,0.0,0.0,0.0,13.6,84.0,70.0
USW00003928_2017-10-04,2017-10-04,USW00003928,1.97,0.0,0.0,6.7,73.0,63.0
USW00003928_2017-10-05,2017-10-05,USW00003928,0.17,0.0,0.0,10.3,74.0,69.0
USW00003928_2017-10-06,2017-10-06,USW00003928,0.43,0.0,0.0,17.9,83.0,63.0
USW00003928_2017-10-07,2017-10-07,USW00003928,0.28,0.0,0.0,9.6,78.0,54.0
USW00003928_2017-10-08,2017-10-08,USW00003928,0.0,0.0,0.0,11.9,80.0,50.0
USW00003928_2017-10-09,2017-10-09,USW00003928,0.0,0.0,0.0,16.1,75.0,49.0
USW00003928_2017-10-10,2017-10-10,USW00003928,0.0,0.0,0.0,15.0,52.0,40.0
USW00003928_2017-10-11,2017-10-11,USW00003928,0.0,0.0,0.0,5.6,67.0,36.0
USW00003928_2017-10-12,2017-10-12,USW00003928,0.0,0.0,0.0,16.1,82.0,51.0
USW00003928_2017-10-13,2017-10-13,USW00003928,0.0,0.0,0.0,12.1,83.0,63.0
USW00003928_2017-10-14,2017-10-14,USW00003928,0.16,0.0,0.0,17.7,88.0,53.0
USW00003928_2017-10-15,2017-10-15,USW00003928,0.0,0.0,0.0,11.4,64.0,41.0
USW00003928_2017-10-16,2017-10-16,USW00003928,0.0,0.0,0.0,8.7,69.0,39.0
USW00003928_2017-10-17,2017-10-17,USW00003928,0.0,0.0,0.0,13.2,74.0,46.0
USW00003928_2017-10-18,2017-10-18,USW00003928,0.0,0.0,0.0,11.9,78.0,51.0
USW00003928_2017-10-19,2017-10-19,USW00003928,0.0,0.0,0.0,12.5,80.0,48.0
USW00003928_2017-10-20,2017-10-20,USW00003928,0.0,0.0,0.0,20.8,78.0,57.0
USW00003928_2017-10-21,2017-10-21,USW00003928,0.59,0.0,0.0,17.9,76.0,55.0
USW00003928_2017-10-22,2017-10-22,USW00003928,0.0,0.0,0.0,6.7,71.0,44.0
USW00003928_2017-10-23,2017-10-23,USW00003928,0.0,0.0,0.0,14.3,73.0,43.0
USW00003928_2017-10-24,2017-10-24,USW00003928,0.0,0.0,0.0,18.1,63.0,41.0
USW00003928_2017-10-25,2017-10-25,USW00003928,0.0,0.0,0.0,8.3,79.0,35.0
USW00003928_2017-10-26,2017-10-26,USW00003928,0.0,0.0,0.0,17.4,73.0,43.0
USW00003928_2017-10-27,2017-10-27,USW00003928,0.0,0.0,0.0,16.1,47.0,30.0
USW00003928_2017-10-28,2017-10-28,USW00003928,0.0,0.0,0.0,7.4,54.0,25.0
USW00003928_2017-10-29,2017-10-29,USW00003928,0.0,0.0,0.0,7.8,72.0,29.0
USW00003928_2017-10-30,2017-10-30,USW00003928,0.0,0.0,0.0,14.8,56.0,36.0
USW00003928_2017-10-31,2017-10-31,USW00003928,0.0,0.0,0.0,8.5,42.0,32.0
USW00003928_2017-11-01,2017-11-01,USW00003928,0.0,0.0,0.0,11.6,63.0,35.0
USW00003928_2017-11-02,2017-11-02,USW00003928,0.0,0.0,0.0,13.2,60.0,47.0
USW00003928_2017-11-03,2017-11-03,USW00003928,0.0,0.0,0.0,7.6,47.0,40.0
USW00003928_2017-11-04,2017-11-04,USW00003928,0.0,0.0,0.0,5.8,53.0,42.0
USW00003928_2017-11-05,2017-11-05,USW00003928,0.0,0.0,0.0,10.5,52.0,40.0
USW00003928_2017-11-06,2017-11-06,USW00003928,0.0,0.0,0.0,8.9,46.0,34.0
USW00003928_2017-11-07,2017-11-07,USW00003928,0.0,0.0,0.0,11.9,45.0,34.0
USW00003928_2017-11-08,2017-11-08,USW00003928,0.0,0.0,0.0,5.6,53.0,28.0
USW00003928_2017-11-09,2017-11-09,USW00003928,0.0,0.0,0.0,6.3,56.0,27.0
USW00003928_2017-11-10,2017-11-10,USW00003928,0.0,0.0,0.0,11.0,57.0,32.0
USW00003928_2017-11-11,2017-11-11,USW00003928,0.05,0.0,0.0,10.5,51.0,42.0
USW00003928_2017-11-12,2017-11-12,USW00003928,0.0,0.0,0.0,8.5,58.0,43.0
USW00003928_2017-11-13,2017-11-13,USW00003928,0.02,0.0,0.0,8.1,54.0,43.0
USW00003928_2017-11-14,2017-11-14,USW00003928,0.05,0.0,0.0,11.9,61.0,52.0
USW00003928_2017-11-15,2017-11-15,USW00003928,0.0,0.0,0.0,10.3,61.0,35.0
USW00003928_2017-11-16,2017-11-16,USW00003928,0.0,0.0,0.0,12.1,62.0,32.0
USW00003928_2017-11-17,2017-11-17,USW00003928,0.0,0.0,0.0,16.8,75.0,58.0
USW00003928_2017-11-18,2017-11-18,USW00003928,0.0,0.0,0.0,19.0,63.0,35.0
USW00003928_2017-11-19,2017-11-19,USW00003928,0.0,0.0,0.0,8.3,59.0,24.0
USW00003928_2017-11-20,2017-11-20,USW00003928,0.0,0.0,0.0,17.0,64.0,34.0
USW00003928_2017-11-21,2017-11-21,USW00003928,0.0,0.0,0.0,14.3,56.0,30.0
USW00003928_2017-11-22,2017-11-22,USW00003928,0.0,0.0,0.0,7.8,47.0,20.0
USW00003928_2017-11-23,2017-11-23,USW00003928,0.0,0.0,0.0,5.4,70.0,31.0
USW00003928_2017-11-24,2017-11-24,USW00003928,0.0,0.0,0.0,11.4,76.0,43.0
USW00003928_2017-11-25,2017-11-25,USW00003928,0.0,0.0,0.0,6.3,63.0,35.0
USW00003928_2017-11-26,2017-11-26,USW00003928,0.0,0.0,0.0,9.2,66.0,33.0
USW00003928_2017-11-27,2017-11-27,USW00003928,0.0,0.0,0.0,17.4,74.0,43.0
USW00003928_2017-11-28,2017-11-28,USW00003928,0.0,0.0,0.0,18.8,61.0,47.0
USW00003928_2017-11-29,2017-11-29,USW00003928,0.4,0.0,0.0,7.6,52.0,38.0
USW00003928_2017-11-30,2017-11-30,USW00003928,0.0,0.0,0.0,5.8,57.0,35.0
USW00003928_2017-12-01,2017-12-01,USW00003928,0.0,0.0,0.0,9.2,60.0,32.0
USW00003928_2017-12-02,2017-12-02,USW00003928,0.0,0.0,0.0,4.0,66.0,36.0
USW00003928_2017-12-03,2017-12-03,USW00003928,0.0,0.0,0.0,12.1,66.0,36.0
USW00003928_2017-12-04,2017-12-04,USW00003928,0.0,0.0,0.0,24.2,66.0,33.0
USW00003928_2017-12-05,2017-12-05,USW00003928,0.0,0.0,0.0,11.0,50.0,29.0
USW00003928_2017-12-06,2017-12-06,USW00003928,0.0,0.0,0.0,12.5,50.0,27.0
USW00003928_2017-12-07,2017-12-07,USW00003928,0.0,0.0,0.0,11.4,33.0,14.0
USW00003928_2017-12-08,2017-12-08,USW00003928,0.0,0.0,0.0,8.5,49.0,14.0
USW00003928_2017-12-09,2017-12-09,USW00003928,0.0,0.0,0.0,11.0,53.0,26.0
USW00003928_2017-12-10,2017-12-10,USW00003928,0.0,0.0,0.0,11.6,67.0,27.0
USW00003928_2017-12-11,2017-12-11,USW00003928,0.0,0.0,0.0,17.0,67.0,35.0
USW00003928_2017-12-12,2017-12-12,USW00003928,0.0,0.0,0.0,8.9,54.0,26.0
USW00003928_2017-12-13,2017-12-13,USW00003928,0.0,0.0,0.0,11.6,66.0,27.0
USW00003928_2017-12-14,2017-12-14,USW00003928,0.0,0.0,0.0,10.7,51.0,34.0
USW00003928_2017-12-15,2017-12-15,USW00003928,0.0,0.0,0.0,11.0,51.0,25.0
USW00003928_2017-12-16,2017-12-16,USW00003928,0.02,0.0,0.0,14.5,62.0,29.0
USW00003928_2017-12-17,2017-12-17,USW00003928,0.01,0.0,0.0,7.6,48.0,33.0
USW00003928_2017-12-18,2017-12-18,USW00003928,0.0,0.0,0.0,8.5,58.0,25.0
USW00003928_2017-12-19,2017-12-19,USW00003928,0.0,0.0,0.0,8.5,57.0,42.0
USW00003928_2017-12-20,2017-12-20,USW00003928,0.0,0.0,0.0,8.5,52.0,47.0
USW00003928_2017-12-21,2017-12-21,USW00003928,0.0,0.0,0.0,14.8,58.0,29.0
USW00003928_2017-12-22,2017-12-22,USW00003928,0.0,0.0,0.0,13.0,35.0,26.0
USW00003928_2017-12-23,2017-12-23,USW00003928,0.0,0.0,0.0,8.3,37.0,20.0
USW00003928_2017-12-24,2017-12-24,USW00003928,0.0,0.0,0.0,11.4,33.0,18.0
USW00003928_2017-12-25,2017-12-25,USW00003928,0.0,0.0,0.0,9.6,35.0,19.0
USW00003928_2017-12-26,2017-12-26,USW00003928,0.0,0.0,0.0,16.1,25.0,13.0
USW00003928_2017-12-27,2017-12-27,USW00003928,0.0,0.0,0.0,9.6,22.0,13.0
USW00003928_2017-12-28,2017-12-28,USW00003928,0.0,0.0,0.0,7.6,39.0,20.0
USW00003928_2017-12-29,2017-12-29,USW00003928,0.0,0.0,0.0,10.5,39.0,16.0
USW00003928_2017-12-30,2017-12-30,USW00003928,0.0,0.0,0.0,14.8,24.0,11.0
USW00003928_2017-12-31,2017-12-31,USW00003928,0.0,0.0,0.0,16.1,17.0,4.0
USW00003928_2018-01-01,2018-01-01,USW00003928,0.0,0.0,0.0,7.4,16.0,-2.0
USW00003928_2018-01-02,2018-01-02,USW00003928,0.0,0.0,0.0,5.8,25.0,7.0
USW00003928_2018-01-03,2018-01-03,USW00003928,0.0,0.0,0.0,7.6,36.0,10.0
USW00003928_2018-01-04,2018-01-04,USW00003928,0.0,0.0,0.0,7.2,40.0,12.0
USW00003928_2018-01-05,2018-01-05,USW00003928,0.0,0.0,0.0,7.8,43.0,15.0
USW00003928_2018-01-06,2018-01-06,USW00003928,0.0,0.0,0.0,9.4,44.0,17.0
USW00003928_2018-01-07,2018-01-07,USW00003928,0.06,0.0,0.0,10.3,49.0,32.0
USW00003928_2018-01-08,2018-01-08,USW00003928,0.0,0.0,0.0,7.4,54.0,26.0
USW00003928_2018-01-09,2018-01-09,USW00003928,0.0,0.0,0.0,14.3,59.0,32.0
USW00003928_2018-01-10,2018-01-10,USW00003928,0.0,0.0,0.0,21.7,61.0,39.0
USW00003928_2018-01-11,2018-01-11,USW00003928,0.11,0.0,0.0,22.8,50.0,15.0
USW00003928_2018-01-12,2018-01-12,USW00003928,0.0,0.0,0.0,13.2,20.0,9.0
USW00003928_2018-01-13,2018-01-13,USW00003928,0.0,0.0,0.0,5.6,26.0,15.0
USW00003928_2018-01-14,2018-01-14,USW00003928,0.0,0.0,0.0,8.1,47.0,22.0
USW00003928_2018-01-15,2018-01-15,USW00003928,0.03,0.3,0.0,17.2,45.0,8.0
USW00003928_2018-01-16,2018-01-16,USW00003928,0.0,0.0,0.0,9.8,17.0,3.0
USW00003928_2018-01-17,2018-01-17,USW00003928,0.0,0.0,0.0,9.8,34.0,1.0
USW00003928_2018-01-18,2018-01-18,USW00003928,0.0,0.0,0.0,14.1,53.0,16.0
USW00003928_2018-01-19,2018-01-19,USW00003928,0.0,0.0,0.0,16.1,58.0,27.0
USW00003928_2018-01-20,2018-01-20,USW00003928,0.0,0.0,0.0,13.4,62.0,40.0
USW00003928_2018-01-21,2018-01-21,USW00003928,0.0,0.0,0.0,13.9,64.0,33.0
USW00003928_2018-01-22,2018-01-22,USW00003928,0.0,0.0,0.0,22.8,42.0,32.0
USW00003928_2018-01-23,2018-01-23,USW00003928,0.0,0.0,0.0,8.7,50.0,21.0
USW00003928_2018-01-24,2018-01-24,USW00003928,0.0,0.0,0.0,8.7,57.0,21.0
USW00003928_2018-01-25,2018-01-25,USW00003928,0.0,0.0,0.0,18.1,67.0,30.0
USW00003928_2018-01-26,2018-01-26,USW00003928,0.0,0.0,0.0,21.7,65.0,42.0
USW00003928_2018-01-27,2018-01-27,USW00003928,0.0,0.0,0.0,6.3,60.0,26.0
USW00003928_2018-01-28,2018-01-28,USW00003928,0.0,0.0,0.0,8.9,61.0,23.0
USW00003928_2018-01-29,2018-01-29,USW00003928,0.0,0.0,0.0,8.7,40.0,16.0
USW00003928_2018-01-30,2018-01-30,USW00003928,0.0,0.0,0.0,19.0,58.0,25.0
USW00003928_2018-01-31,2018-01-31,USW00003928,0.0,0.0,0.0,11.4,60.0,35.0
USW00003928_2018-02-01,2018-02-01,USW00003928,0.0,0.0,0.0,12.5,41.0,22.0
USW00003928_2018-02-02,2018-02-02,USW00003928,0.0,0.0,0.0,10.7,42.0,13.0
USW00003928_2018-02-03,2018-02-03,USW00003928,0.0,0.0,0.0,12.5,54.0,31.0
USW00003928_2018-02-04,2018-02-04,USW00003928,0.0,0.0,0.0,16.3,43.0,11.0
USW00003928_2018-02-05,2018-02-05,USW00003928,0.0,0.0,0.0,14.1,42.0,8.0
USW00003928_2018-02-06,2018-02-06,USW00003928,0.0,0.0,0.0,10.1,31.0,16.0
USW00003928_2018-02-07,2018-02-07,USW00003928,0.0,0.0,0.0,6.0,39.0,13.0
USW00003928_2018-02-08,2018-02-08,USW00003928,0.0,0.0,0.0,13.6,60.0,20.0
USW00003928_2018-02-09,2018-02-09,USW00003928,0.0,0.0,0.0,16.1,44.0,20.0
USW00003928_2018-02-10,2018-02-10,USW00003928,0.0,0.0,0.0,16.3,21.0,15.0
USW00003928_2018-02-11,2018-02-11,USW00003928,0.0,0.0,0.0,8.1,40.0,15.0
USW00003928_2018-02-12,2018-02-12,USW00003928,0.0,0.0,0.0,10.3,44.0,11.0
USW00003928_2018-02-13,2018-02-13,USW00003928,0.0,0.0,0.0,12.1,57.0,24.0
USW00003928_2018-02-14,2018-02-14,USW00003928,0.0,0.0,0.0,14.8,72.0,39.0
USW00003928_2018-02-15,2018-02-15,USW00003928,0.0,0.0,0.0,15.4,72.0,40.0
USW00003928_2018-02-16,2018-02-16,USW00003928,0.0,0.0,0.0,13.2,41.0,25.0
USW00003928_2018-02-17,2018-02-17,USW00003928,0.0,0.0,0.0,11.6,61.0,31.0
USW00003928_2018-02-18,2018-02-18,USW00003928,0.0,0.0,0.0,21.3,59.0,31.0
USW00003928_2018-02-19,2018-02-19,USW00003928,0.0,0.0,0.0,17.0,63.0,29.0
USW00003928_2018-02-20,2018-02-20,USW00003928,0.15,0.7,0.0,17.7,29.0,21.0
USW00003928_2018-02-21,2018-02-21,USW00003928,0.04,0.0,0.0,14.8,28.0,16.0
USW00003928_2018-02-22,2018-02-22,USW00003928,0.04,0.0,0.0,4.7,32.0,26.0
USW00003928_2018-02-23,2018-02-23,USW00003928,0.04,0.0,0.0,7.8,35.0,32.0
USW00003928_2018-02-24,2018-02-24,USW00003928,0.01,0.0,0.0,8.5,42.0,27.0
USW00003928_2018-02-25,2018-02-25,USW00003928,0.0,0.0,0.0,5.1,55.0,19.0
USW00003928_2018-02-26,2018-02-26,USW00003928,0.0,0.0,0.0,10.3,64.0,24.0
USW00003928_2018-02-27,2018-02-27,USW00003928,0.0,0.0,0.0,15.7,65.0,40.0
USW00003928_2018-02-28,2018-02-28,USW00003928,0.0,0.0,0.0,12.3,71.0,45.0
USW00003928_2018-03-01,2018-03-01,USW00003928,0.0,0.0,0.0,13.4,58.0,31.0
USW00003928_2018-03-02,2018-03-02,USW00003928,0.0,0.0,0.0,14.3,67.0,30.0
USW00003928_2018-03-03,2018-03-03,USW00003928,0.0,0.0,0.0,21.3,73.0,45.0
USW00003928_2018-03-04,2018-03-04,USW00003928,0.0,0.0,0.0,22.8,67.0,53.0
USW00003928_2018-03-05,2018-03-05,USW00003928,0.0,0.0,0.0,20.4,60.0,35.0
USW00003928_2018-03-06,2018-03-06,USW00003928,0.0,0.0,0.0,23.5,53.0,31.0
USW00003928_2018-03-07,2018-03-07,USW00003928,0.0,0.0,0.0,11.4,54.0,24.0
USW00003928_2018-03-08,2018-03-08,USW00003928,0.0,0.0,0.0,8.5,60.0,27.0
USW00003928_2018-03-09,2018-03-09,USW00003928,0.0,0.0,0.0,5.4,72.0,34.0
USW00003928_2018-03-10,2018-03-10,USW00003928,0.0,0.0,0.0,7.2,73.0,39.0
USW00003928_2018-03-11,2018-03-11,USW00003928,0.0,0.0,0.0,17.0,51.0,34.0
USW00003928_2018-03-12,2018-03-12,USW00003928,0.0,0.0,0.0,8.9,54.0,23.0
USW00003928_2018-03-13,2018-03-13,USW00003928,0.0,0.0,0.0,6.7,57.0,26.0
USW00003928_2018-03-14,2018-03-14,USW00003928,0.0,0.0,0.0,11.0,68.0,21.0
USW00003928_2018-03-15,2018-03-15,USW00003928,0.0,0.0,0.0,20.8,78.0,45.0
USW00003928_2018-03-16,2018-03-16,USW00003928,0.0,0.0,0.0,23.9,73.0,41.0
USW00003928_2018-03-17,2018-03-17,USW00003928,0.0,0.0,0.0,10.1,62.0,33.0
USW00003928_2018-03-18,2018-03-18,USW00003928,0.11,0.0,0.0,12.3,59.0,38.0
USW00003928_2018-03-19,2018-03-19,USW00003928,0.86,0.0,0.0,20.6,50.0,39.0
USW00003928_2018-03-20,2018-03-20,USW00003928,0.0,0.0,0.0,13.4,54.0,36.0
USW00003928_2018-03-21,2018-03-21,USW00003928,0.0,0.0,0.0,6.3,59.0,27.0
USW00003928_2018-03-22,2018-03-22,USW00003928,0.0,0.0,0.0,12.3,74.0,45.0
USW00003928_2018-03-23,2018-03-23,USW00003928,0.0,0.0,0.0,16.8,75.0,55.0
USW00003928_2018-03-24,2018-03-24,USW00003928,0.0,0.0,0.0,15.7,64.0,41.0
USW00003928_2018-03-25,2018-03-25,USW00003928,0.05,0.0,0.0,14.1,59.0,38.0
USW00003928_2018-03-26,2018-03-26,USW00003928,0.09,0.0,0.0,13.0,66.0,46.0
USW00003928_2018-03-27,2018-03-27,USW00003928,0.01,0.0,0.0,12.8,48.0,42.0
USW00003928_2018-03-28,2018-03-28,USW00003928,0.0,0.0,0.0,4.9,61.0,44.0
USW00003928_2018-03-29,2018-03-29,USW00003928,0.0,0.0,0.0,10.3,48.0,37.0
USW00003928_2018-03-30,2018-03-30,USW00003928,0.0,0.0,0.0,9.2,63.0,27.0
USW00003928_2018-03-31,2018-03-31,USW00003928,0.0,0.0,0.0,18.3,66.0,36.0
USW00003928_2018-04-01,2018-04-01,USW00003928,0.0,0.0,0.0,16.1,36.0,28.0
USW00003928_2018-04-02,2018-04-02,USW00003928,0.0,0.0,0.0,11.9,54.0,25.0
USW00003928_2018-04-03,2018-04-03,USW00003928,0.0,0.0,0.0,23.5,60.0,31.0
USW00003928_2018-04-04,2018-04-04,USW00003928,0.0,0.0,0.0,12.3,54.0,24.0
USW00003928_2018-04-05,2018-04-05,USW00003928,0.0,0.0,0.0,11.4,71.0,45.0
USW00003928_2018-04-06,2018-04-06,USW00003928,0.05,0.8,0.0,21.3,46.0,19.0
USW00003928_2018-04-07,2018-04-07,USW00003928,0.02,0.2,1.2,9.2,45.0,18.0
USW00003928_2018-04-08,2018-04-08,USW00003928,0.04,0.0,0.0,12.3,51.0,33.0
USW00003928_2018-04-09,2018-04-09,USW00003928,0.03,0.0,0.0,11.0,56.0,35.0
USW00003928_2018-04-10,2018-04-10,USW00003928,0.0,0.0,0.0,13.2,71.0,25.0
USW00003928_2018-04-11,2018-04-11,USW00003928,0.0,0.0,0.0,18.8,81.0,49.0
USW00003928_2018-04-12,2018-04-12,USW00003928,0.0,0.0,0.0,23.0,87.0,57.0
USW00003928_2018-04-13,2018-04-13,USW00003928,0.0,0.0,0.0,22.6,81.0,37.0
USW00003928_2018-04-14,2018-04-14,USW00003928,0.0,0.0,0.0,27.7,39.0,29.0
USW00003928_2018-04-15,2018-04-15,USW00003928,0.0,0.0,0.0,19.5,49.0,26.0
USW00003928_2018-04-16,2018-04-16,USW00003928,0.0,0.0,0.0,8.3,64.0,21.0
USW00003928_2018-04-17,2018-04-17,USW00003928,0.0,0.0,0.0,16.1,86.0,45.0
USW00003928_2018-04-18,2018-04-18,USW00003928,0.0,0.0,0.0,22.1,64.0,43.0
USW00003928_2018-04-19,2018-04-19,USW00003928,0.0,0.0,0.0,10.3,61.0,31.0
USW00003928_2018-04-20,2018-04-20,USW00003928,0.0,0.0,0.0,14.3,68.0,41.0
USW00003928_2018-04-21,2018-04-21,USW00003928,1.16,0.0,0.0,11.6,56.0,45.0
USW00003928_2018-04-22,2018-04-22,USW00003928,0.06,0.0,0.0,13.9,58.0,44.0
USW00003928_2018-04-23,2018-04-23,USW00003928,0.0,0.0,0.0,6.9,74.0,45.0
USW00003928_2018-04-24,2018-04-24,USW00003928,0.0,0.0,0.0,11.4,78.0,45.0
USW00003928_2018-04-25,2018-04-25,USW00003928,0.4,0.0,0.0,14.8,50.0,39.0
USW00003928_2018-04-26,2018-04-26,USW00003928,0.0,0.0,0.0,5.1,69.0,33.0
USW00003928_2018-04-27,2018-04-27,USW00003928,0.0,0.0,0.0,8.3,76.0,41.0
USW00003928_2018-04-28,2018-04-28,USW00003928,0.0,0.0,0.0,10.5,75.0,49.0
USW00003928_2018-04-29,2018-04-29,USW00003928,0.0,0.0,0.0,18.6,83.0,54.0
USW00003928_2018-04-30,2018-04-30,USW00003928,0.0,0.0,0.0,25.5,82.0,61.0
USW00003928_2018-05-01,2018-05-01,USW00003928,0.0,0.0,0.0,23.3,79.0,66.0
USW00003928_2018-05-02,2018-05-02,USW00003928,0.76,0.0,0.0,19.7,83.0,61.0
USW00003928_2018-05-03,2018-05-03,USW00003928,0.33,0.0,0.0,12.8,83.0,56.0
USW00003928_2018-05-04,2018-05-04,USW00003928,0.0,0.0,0.0,9.2,77.0,54.0
USW00003928_2018-05-05,2018-05-05,USW00003928,0.0,0.0,0.0,6.7,83.0,52.0
USW00003928_2018-05-06,2018-05-06,USW00003928,0.0,0.0,0.0,6.9,88.0,54.0
USW00003928_2018-05-07,2018-05-07,USW00003928,0.0,0.0,0.0,9.6,89.0,58.0
USW00003928_2018-05-08,2018-05-08,USW00003928,0.0,0.0,0.0,14.3,91.0,69.0
USW00003928_2018-05-09,2018-05-09,USW00003928,0.0,0.0,0.0,5.1,91.0,56.0
USW00003928_2018-05-10,2018-05-10,USW00003928,0.08,0.0,0.0,14.3,88.0,64.0
USW00003928_2018-05-11,2018-05-11,USW00003928,0.0,0.0,0.0,22.8,90.0,68.0
USW00003928_2018-05-12,2018-05-12,USW00003928,0.0,0.0,0.0,16.6,92.0,70.0
USW00003928_2018-05-13,2018-05-13,USW00003928,0.0,0.0,0.0,13.9,92.0,67.0
USW00003928_2018-05-14,2018-05-14,USW00003928,0.25,0.0,0.0,12.3,94.0,66.0
USW00003928_2018-05-15,2018-05-15,USW00003928,0.01,0.0,0.0,5.6,84.0,63.0
USW00003928_2018-05-16,2018-05-16,USW00003928,0.01,0.0,0.0,5.4,86.0,65.0
USW00003928_2018-05-17,2018-05-17,USW00003928,0.0,0.0,0.0,7.2,87.0,59.0
USW00003928_2018-05-18,2018-05-18,USW00003928,0.53,0.0,0.0,13.4,88.0,64.0
USW00003928_2018-05-19,2018-05-19,USW00003928,0.05,0.0,0.0,7.8,81.0,65.0
USW00003928_2018-05-20,2018-05-20,USW00003928,0.16,0.0,0.0,9.4,74.0,58.0
USW00003928_2018-05-21,2018-05-21,USW00003928,0.0,0.0,0.0,6.7,79.0,58.0
USW00003928_2018-05-22,2018-05-22,USW00003928,0.0,0.0,0.0,10.5,87.0,63.0
USW00003928_2018-05-23,2018-05-23,USW00003928,0.0,0.0,0.0,11.4,90.0,67.0
USW00003928_2018-05-24,2018-05-24,USW00003928,0.23,0.0,0.0,8.7,88.0,66.0
USW00003928_2018-05-25,2018-05-25,USW00003928,0.0,0.0,0.0,7.6,89.0,65.0
USW00003928_2018-05-26,2018-05-26,USW00003928,0.0,0.0,0.0,7.6,96.0,64.0
USW00003928_2018-05-27,2018-05-27,USW00003928,0.0,0.0,0.0,10.7,95.0,66.0
USW00003928_2018-05-28,2018-05-28,USW00003928,0.0,0.0,0.0,11.4,94.0,68.0
USW00003928_2018-05-29,2018-05-29,USW00003928,0.58,0.0,0.0,11.2,89.0,65.0
USW00003928_2018-05-30,2018-05-30,USW00003928,0.0,0.0,0.0,6.3,93.0,62.0
USW00003928_2018-05-31,2018-05-31,USW00003928,1.75,0.0,0.0,8.3,90.0,66.0
USW00003928_2018-06-01,2018-06-01,USW00003928,0.0,0.0,0.0,14.3,94.0,73.0
USW00003928_2018-06-02,2018-06-02,USW00003928,0.03,0.0,0.0,15.7,87.0,68.0
USW00003928_2018-06-03,2018-06-03,USW00003928,0.0,0.0,0.0,5.4,88.0,57.0
USW00003928_2018-06-04,2018-06-04,USW00003928,0.0,0.0,0.0,11.2,85.0,61.0
USW00003928_2018-06-05,2018-06-05,USW00003928,0.0,0.0,0.0,8.9,90.0,64.0
USW00003928_2018-06-06,2018-06-06,USW00003928,0.0,0.0,0.0,9.6,94.0,69.0
USW00003928_2018-06-07,2018-06-07,USW00003928,0.23,0.0,0.0,10.3,81.0,68.0
USW00003928_2018-06-08,2018-06-08,USW00003928,0.0,0.0,0.0,10.1,91.0,67.0
USW00003928_2018-06-09,2018-06-09,USW00003928,0.0,0.0,0.0,12.5,95.0,71.0
USW00003928_2018-06-10,2018-06-10,USW00003928,0.0,0.0,0.0,18.1,98.0,72.0
USW00003928_2018-06-11,2018-06-11,USW00003928,0.0,0.0,0.0,16.1,98.0,75.0
USW00003928_2018-06-12,2018-06-12,USW00003928,0.0,0.0,0.0,11.4,93.0,75.0
USW00003928_2018-06-13,2018-06-13,USW00003928,0.0,0.0,0.0,9.6,95.0,74.0
USW00003928_2018-06-14,2018-06-14,USW00003928,0.0,0.0,0.0,17.4,100.0,75.0
USW00003928_2018-06-15,2018-06-15,USW00003928,0.0,0.0,0.0,19.0,99.0,76.0
USW00003928_2018-06-16,2018-06-16,USW00003928,0.0,0.0,0.0,19.0,96.0,77.0
USW00003928_2018-06-17,2018-06-17,USW00003928,0.0,0.0,0.0,18.3,97.0,76.0
USW00003928_2018-06-18,2018-06-18,USW00003928,0.0,0.0,0.0,14.5,96.0,76.0
USW00003928_2018-06-19,2018-06-19,USW00003928,0.0,0.0,0.0,14.3,93.0,75.0
USW00003928_2018-06-20,2018-06-20,USW00003928,0.02,0.0,0.0,10.7,89.0,65.0
USW00003928_2018-06-21,2018-06-21,USW00003928,0.0,0.0,0.0,16.1,91.0,63.0
USW00003928_2018-06-22,2018-06-22,USW00003928,0.37,0.0,0.0,9.6,87.0,64.0
USW00003928_2018-06-23,2018-06-23,USW00003928,0.0,0.0,0.0,6.3,89.0,64.0
USW00003928_2018-06-24,2018-06-24,USW00003928,0.13,0.0,0.0,10.3,79.0,68.0
USW00003928_2018-06-25,2018-06-25,USW00003928,1.72,0.0,0.0,12.5,87.0,64.0
USW00003928_2018-06-26,2018-06-26,USW00003928,0.91,0.0,0.0,13.2,96.0,69.0
USW00003928_2018-06-27,2018-06-27,USW00003928,0.0,0.0,0.0,11.4,100.0,73.0
USW00003928_2018-06-28,2018-06-28,USW00003928,0.0,0.0,0.0,13.9,100.0,74.0
USW00003928_2018-06-29,2018-06-29,USW00003928,0.0,0.0,0.0,17.7,97.0,77.0
USW00003928_2018-06-30,2018-06-30,USW00003928,0.0,0.0,0.0,15.2,95.0,71.0
USW00003928_2018-07-01,2018-07-01,USW00003928,0.9,0.0,0.0,5.6,85.0,69.0
USW00003928_2018-07-02,2018-07-02,USW00003928,0.0,0.0,0.0,9.2,93.0,72.0
USW00003928_2018-07-03,2018-07-03,USW00003928,0.0,0.0,0.0,13.0,97.0,75.0
USW00003928_2018-07-04,2018-07-04,USW00003928,0.0,0.0,0.0,11.2,92.0,73.0
USW00003928_2018-07-05,2018-07-05,USW00003928,0.0,0.0,0.0,4.5,95.0,75.0
USW00003928_2018-07-06,2018-07-06,USW00003928,0.47,0.0,0.0,6.3,93.0,76.0
USW00003928_2018-07-07,2018-07-07,USW00003928,0.0,0.0,0.0,7.6,93.0,74.0
USW00003928_2018-07-08,2018-07-08,USW00003928,0.0,0.0,0.0,6.9,91.0,68.0
