station_dt_key,date,station,PRCP,SNOW,SNWD,AWND,TMAX,TMIN
USW00003928_2016-12-28,2016-12-28,USW00003928,0.0,0.0,0.0,9.2,60.0,27.0
USW00003928_2016-12-29,2016-12-29,USW00003928,0.0,0.0,0.0,12.3,51.0,27.0
USW00003928_2016-12-30,2016-12-30,USW00003928,0.0,0.0,0.0,16.1,59.0,22.0
USW00003928_2016-12-31,2016-12-31,USW00003928,0.0,0.0,0.0,10.5,49.0,29.0
USW00003928_2017-01-01,2017-01-01,USW00003928,0.0,0.0,0.0,10.1,55.0,27.0
USW00003928_2017-01-02,2017-01-02,USW00003928,0.05,0.0,0.0,10.1,58.0,40.0
USW00003928_2017-01-03,2017-01-03,USW00003928,0.0,0.0,0.0,19.7,40.0,20.0
USW00003928_2017-01-04,2017-01-04,USW00003928,0.0,0.0,0.0,11.4,30.0,13.0
USW00003928_2017-01-05,2017-01-05,USW00003928,0.0,0.0,0.0,14.3,20.0,13.0
USW00003928_2017-01-06,2017-01-06,USW00003928,0.0,0.0,0.0,4.7,22.0,8.0
USW00003928_2017-01-07,2017-01-07,USW00003928,0.0,0.0,0.0,4.9,35.0,4.0
USW00003928_2017-01-08,2017-01-08,USW00003928,0.0,0.0,0.0,15.2,44.0,14.0
USW00003928_2017-01-09,2017-01-09,USW00003928,0.0,0.0,0.0,16.3,51.0,21.0
USW00003928_2017-01-10,2017-01-10,USW00003928,0.0,0.0,0.0,15.9,60.0,37.0
USW00003928_2017-01-11,2017-01-11,USW00003928,0.0,0.0,0.0,15.0,66.0,23.0
USW00003928_2017-01-12,2017-01-12,USW00003928,0.0,0.0,0.0,13.6,33.0,16.0
USW00003928_2017-01-13,2017-01-13,USW00003928,0.04,0.0,0.0,9.6,29.0,21.0
USW00003928_2017-01-14,2017-01-14,USW00003928,0.29,0.0,0.0,6.7,36.0,27.0
USW00003928_2017-01-15,2017-01-15,USW00003928,1.31,0.0,0.0,7.8,36.0,32.0
USW00003928_2017-01-16,2017-01-16,USW00003928,0.86,0.0,0.0,10.5,43.0,35.0
USW00003928_2017-01-17,2017-01-17,USW00003928,0.0,0.0,0.0,6.9,51.0,32.0
USW00003928_2017-01-18,2017-01-18,USW00003928,0.0,0.0,0.0,7.6,55.0,28.0
USW00003928_2017-01-19,2017-01-19,USW00003928,0.0,0.0,0.0,10.5,52.0,40.0
USW00003928_2017-01-20,2017-01-20,USW00003928,0.0,0.0,0.0,7.6,52.0,31.0
USW00003928_2017-01-21,2017-01-21,USW00003928,0.05,0.0,0.0,7.4,50.0,28.0
USW00003928_2017-01-22,2017-01-22,USW00003928,0.19,0.0,0.0,14.8,54.0,31.0
USW00003928_2017-01-23,2017-01-23,USW00003928,0.0,0.0,0.0,9.6,55.0,25.0
USW00003928_2017-01-24,2017-01-24,USW00003928,0.0,0.0,0.0,14.8,68.0,35.0
USW00003928_2017-01-25,2017-01-25,USW00003928,0.0,0.0,0.0,17.0,42.0,28.0
USW00003928_2017-01-26,2017-01-26,USW00003928,0.0,0.0,0.0,10.5,42.0,23.0
USW00003928_2017-01-27,2017-01-27,USW00003928,0.0,0.0,0.0,13.0,48.0,22.0
USW00003928_2017-01-28,2017-01-28,USW00003928,0.0,0.0,0.0,13.4,53.0,30.0
USW00003928_2017-01-29,2017-01-29,USW00003928,0.0,0.0,0.0,10.3,63.0,27.0
USW00003928_2017-01-30,2017-01-30,USW00003928,0.0,0.0,0.0,7.2,73.0,28.0
USW00003928_2017-01-31,2017-01-31,USW00003928,0.0,0.0,0.0,9.2,60.0,35.0
USW00003928_2017-02-01,2017-02-01,USW00003928,0.0,0.0,0.0,17.7,49.0,29.0
USW00003928_2017-02-02,2017-02-02,USW00003928,0.0,0.0,0.0,12.5,33.0,21.0
USW00003928_2017-02-03,2017-02-03,USW00003928,0.0,0.0,0.0,7.8,37.0,24.0
USW00003928_2017-02-04,2017-02-04,USW00003928,0.0,0.0,0.0,16.1,58.0,22.0
USW00003928_2017-02-05,2017-02-05,USW00003928,0.0,0.0,0.0,5.6,62.0,25.0
USW00003928_2017-02-06,2017-02-06,USW00003928,0.0,0.0,0.0,9.6,67.0,45.0
USW00003928_2017-02-07,2017-02-07,USW00003928,0.0,0.0,0.0,9.8,68.0,33.0
USW00003928_2017-02-08,2017-02-08,USW00003928,0.0,0.0,0.0,15.4,37.0,24.0
USW00003928_2017-02-09,2017-02-09,USW00003928,0.0,0.0,0.0,11.0,45.0,17.0
USW00003928_2017-02-10,2017-02-10,USW00003928,0.0,0.0,0.0,16.8,74.0,39.0
USW00003928_2017-02-11,2017-02-11,USW00003928,0.0,0.0,0.0,9.6,73.0,44.0
USW00003928_2017-02-12,2017-02-12,USW00003928,0.0,0.0,0.0,15.0,52.0,31.0
USW00003928_2017-02-13,2017-02-13,USW00003928,0.02,0.0,0.0,3.8,52.0,33.0
USW00003928_2017-02-14,2017-02-14,USW00003928,0.01,0.0,0.0,10.5,51.0,37.0
USW00003928_2017-02-15,2017-02-15,USW00003928,0.0,0.0,0.0,9.6,59.0,30.0
USW00003928_2017-02-16,2017-02-16,USW00003928,0.0,0.0,0.0,13.4,72.0,29.0
USW00003928_2017-02-17,2017-02-17,USW00003928,0.0,0.0,0.0,11.4,73.0,36.0
USW00003928_2017-02-18,2017-02-18,USW00003928,0.0,0.0,0.0,7.6,73.0,38.0
USW00003928_2017-02-19,2017-02-19,USW00003928,0.5,0.0,0.0,10.1,64.0,42.0
USW00003928_2017-02-20,2017-02-20,USW00003928,0.3,0.0,0.0,10.7,62.0,48.0
USW00003928_2017-02-21,2017-02-21,USW00003928,0.0,0.0,0.0,6.7,71.0,39.0
USW00003928_2017-02-22,2017-02-22,USW00003928,0.0,0.0,0.0,8.1,77.0,37.0
USW00003928_2017-02-23,2017-02-23,USW00003928,0.0,0.0,0.0,14.1,73.0,41.0
USW00003928_2017-02-24,2017-02-24,USW00003928,0.0,0.0,0.0,21.3,42.0,24.0
USW00003928_2017-02-25,2017-02-25,USW00003928,0.0,0.0,0.0,8.9,45.0,18.0
USW00003928_2017-02-26,2017-02-26,USW00003928,0.0,0.0,0.0,5.8,53.0,31.0
USW00003928_2017-02-27,2017-02-27,USW00003928,0.0,0.0,0.0,13.0,62.0,29.0
USW00003928_2017-02-28,2017-02-28,USW00003928,0.0,0.0,0.0,14.3,68.0,44.0
USW00003928_2017-03-01,2017-03-01,USW00003928,0.0,0.0,0.0,13.9,57.0,30.0
USW00003928_2017-03-02,2017-03-02,USW00003928,0.0,0.0,0.0,8.9,62.0,24.0
USW00003928_2017-03-03,2017-03-03,USW00003928,0.0,0.0,0.0,17.2,69.0,32.0
USW00003928_2017-03-04,2017-03-04,USW00003928,0.0,0.0,0.0,23.3,69.0,40.0
USW00003928_2017-03-05,2017-03-05,USW00003928,0.0,0.0,0.0,25.5,62.0,51.0
USW00003928_2017-03-06,2017-03-06,USW00003928,0.0,0.0,0.0,28.4,79.0,48.0
USW00003928_2017-03-07,2017-03-07,USW00003928,0.0,0.0,0.0,11.9,64.0,27.0
USW00003928_2017-03-08,2017-03-08,USW00003928,0.0,0.0,0.0,9.8,73.0,31.0
USW00003928_2017-03-09,2017-03-09,USW00003928,0.0,0.0,0.0,10.3,76.0,38.0
USW00003928_2017-03-10,2017-03-10,USW00003928,0.0,0.0,0.0,15.9,49.0,30.0
USW00003928_2017-03-11,2017-03-11,USW00003928,0.0,0.0,0.0,13.9,43.0,32.0
USW00003928_2017-03-12,2017-03-12,USW00003928,0.02,0.0,0.0,10.5,43.0,28.0
USW00003928_2017-03-13,2017-03-13,USW00003928,0.0,0.0,0.0,16.3,42.0,23.0
USW00003928_2017-03-14,2017-03-14,USW00003928,0.0,0.0,0.0,8.5,43.0,27.0
USW00003928_2017-03-15,2017-03-15,USW00003928,0.0,0.0,0.0,11.4,51.0,28.0
USW00003928_2017-03-16,2017-03-16,USW00003928,0.0,0.0,0.0,17.9,76.0,38.0
USW00003928_2017-03-17,2017-03-17,USW00003928,0.0,0.0,0.0,11.4,78.0,50.0
USW00003928_2017-03-18,2017-03-18,USW00003928,0.0,0.0,0.0,10.5,73.0,45.0
USW00003928_2017-03-19,2017-03-19,USW00003928,0.0,0.0,0.0,18.1,89.0,58.0
USW00003928_2017-03-20,2017-03-20,USW00003928,0.0,0.0,0.0,8.9,89.0,53.0
USW00003928_2017-03-21,2017-03-21,USW00003928,0.0,0.0,0.0,20.6,67.0,53.0
USW00003928_2017-03-22,2017-03-22,USW00003928,0.0,0.0,0.0,14.5,58.0,46.0
USW00003928_2017-03-23,2017-03-23,USW00003928,0.0,0.0,0.0,20.8,82.0,53.0
USW00003928_2017-03-24,2017-03-24,USW00003928,0.44,0.0,0.0,17.0,76.0,47.0
USW00003928_2017-03-25,2017-03-25,USW00003928,0.12,0.0,0.0,15.2,47.0,43.0
USW00003928_2017-03-26,2017-03-26,USW00003928,0.51,0.0,0.0,8.3,61.0,43.0
USW00003928_2017-03-27,2017-03-27,USW00003928,0.0,0.0,0.0,10.3,54.0,48.0
USW00003928_2017-03-28,2017-03-28,USW00003928,1.89,0.0,0.0,14.3,55.0,44.0
USW00003928_2017-03-29,2017-03-29,USW00003928,0.52,0.0,0.0,16.3,60.0,44.0
USW00003928_2017-03-30,2017-03-30,USW00003928,0.0,0.0,0.0,16.1,49.0,41.0
USW00003928_2017-03-31,2017-03-31,USW00003928,0.0,0.0,0.0,12.1,58.0,44.0
USW00003928_2017-04-01,2017-04-01,USW00003928,0.12,0.0,0.0,14.1,54.0,45.0
USW00003928_2017-04-02,2017-04-02,USW00003928,0.24,0.0,0.0,6.7,59.0,47.0
USW00003928_2017-04-03,2017-04-03,USW00003928,0.22,0.0,0.0,10.1,68.0,42.0
USW00003928_2017-04-04,2017-04-04,USW00003928,1.0,0.0,0.0,18.1,52.0,44.0
USW00003928_2017-04-05,2017-04-05,USW00003928,0.14,0.0,0.0,18.1,64.0,40.0
USW00003928_2017-04-06,2017-04-06,USW00003928,0.0,0.0,0.0,7.6,63.0,35.0
USW00003928_2017-04-07,2017-04-07,USW00003928,0.0,0.0,0.0,12.5,71.0,36.0
USW00003928_2017-04-08,2017-04-08,USW00003928,0.0,0.0,0.0,18.3,79.0,56.0
USW00003928_2017-04-09,2017-04-09,USW00003928,0.0,0.0,0.0,17.2,79.0,58.0
USW00003928_2017-04-10,2017-04-10,USW00003928,0.0,0.0,0.0,14.8,67.0,46.0
USW00003928_2017-04-11,2017-04-11,USW00003928,0.0,0.0,0.0,7.6,71.0,38.0
USW00003928_2017-04-12,2017-04-12,USW00003928,0.0,0.0,0.0,12.8,76.0,47.0
USW00003928_2017-04-13,2017-04-13,USW00003928,0.03,0.0,0.0,10.1,72.0,58.0
USW00003928_2017-04-14,2017-04-14,USW00003928,0.0,0.0,0.0,19.5,79.0,57.0
USW00003928_2017-04-15,2017-04-15,USW00003928,0.0,0.0,0.0,18.8,80.0,63.0
USW00003928_2017-04-16,2017-04-16,USW00003928,2.05,0.0,0.0,10.5,73.0,57.0
USW00003928_2017-04-17,2017-04-17,USW00003928,0.0,0.0,0.0,8.7,72.0,55.0
USW00003928_2017-04-18,2017-04-18,USW00003928,0.0,0.0,0.0,13.6,79.0,56.0
USW00003928_2017-04-19,2017-04-19,USW00003928,0.37,0.0,0.0,19.7,82.0,61.0
USW00003928_2017-04-20,2017-04-20,USW00003928,0.85,0.0,0.0,12.1,70.0,56.0
USW00003928_2017-04-21,2017-04-21,USW00003928,0.59,0.0,0.0,15.2,63.0,46.0
USW00003928_2017-04-22,2017-04-22,USW00003928,0.0,0.0,0.0,12.8,61.0,44.0
USW00003928_2017-04-23,2017-04-23,USW00003928,0.0,0.0,0.0,5.8,68.0,38.0
USW00003928_2017-04-24,2017-04-24,USW00003928,0.0,0.0,0.0,18.6,76.0,46.0
USW00003928_2017-04-25,2017-04-25,USW00003928,0.01,0.0,0.0,14.8,75.0,46.0
USW00003928_2017-04-26,2017-04-26,USW00003928,0.0,0.0,0.0,15.7,58.0,39.0
USW00003928_2017-04-27,2017-04-27,USW00003928,0.02,0.0,0.0,10.3,62.0,34.0
USW00003928_2017-04-28,2017-04-28,USW00003928,0.0,0.0,0.0,11.4,75.0,47.0
USW00003928_2017-04-29,2017-04-29,USW00003928,1.32,0.0,0.0,19.5,48.0,44.0
USW00003928_2017-04-30,2017-04-30,USW00003928,0.32,0.0,0.0,14.5,49.0,40.0
USW00003928_2017-05-01,2017-05-01,USW00003928,0.0,0.0,0.0,16.8,69.0,40.0
USW00003928_2017-05-02,2017-05-02,USW00003928,0.0,0.0,0.0,9.6,72.0,44.0
USW00003928_2017-05-03,2017-05-03,USW00003928,0.95,0.0,0.0,12.8,62.0,45.0
USW00003928_2017-05-04,2017-05-04,USW00003928,0.0,0.0,0.0,11.9,70.0,45.0
USW00003928_2017-05-05,2017-05-05,USW00003928,0.0,0.0,0.0,6.3,75.0,46.0
USW00003928_2017-05-06,2017-05-06,USW00003928,0.0,0.0,0.0,5.1,84.0,49.0
USW00003928_2017-05-07,2017-05-07,USW00003928,0.0,0.0,0.0,12.1,85.0,54.0
USW00003928_2017-05-08,2017-05-08,USW00003928,0.0,0.0,0.0,12.3,83.0,56.0
USW00003928_2017-05-09,2017-05-09,USW00003928,0.0,0.0,0.0,10.7,83.0,60.0
USW00003928_2017-05-10,2017-05-10,USW00003928,1.46,0.0,0.0,11.0,70.0,62.0
USW00003928_2017-05-11,2017-05-11,USW00003928,0.9,0.0,0.0,11.4,73.0,58.0
USW00003928_2017-05-12,2017-05-12,USW00003928,0.0,0.0,0.0,9.8,73.0,51.0
USW00003928_2017-05-13,2017-05-13,USW00003928,0.0,0.0,0.0,9.6,77.0,47.0
USW00003928_2017-05-14,2017-05-14,USW00003928,0.0,0.0,0.0,15.9,85.0,57.0
USW00003928_2017-05-15,2017-05-15,USW00003928,0.0,0.0,0.0,16.8,88.0,66.0
USW00003928_2017-05-16,2017-05-16,USW00003928,0.01,0.0,0.0,21.7,83.0,66.0
USW00003928_2017-05-17,2017-05-17,USW00003928,0.16,0.0,0.0,18.6,79.0,62.0
USW00003928_2017-05-18,2017-05-18,USW00003928,0.26,0.0,0.0,11.2,84.0,58.0
USW00003928_2017-05-19,2017-05-19,USW00003928,0.49,0.0,0.0,9.2,76.0,56.0
USW00003928_2017-05-20,2017-05-20,USW00003928,0.0,0.0,0.0,15.4,63.0,48.0
USW00003928_2017-05-21,2017-05-21,USW00003928,0.0,0.0,0.0,5.8,73.0,44.0
USW00003928_2017-05-22,2017-05-22,USW00003928,0.07,0.0,0.0,5.8,69.0,52.0
USW00003928_2017-05-23,2017-05-23,USW00003928,0.0,0.0,0.0,13.2,70.0,52.0
USW00003928_2017-05-24,2017-05-24,USW00003928,0.0,0.0,0.0,8.7,68.0,47.0
USW00003928_2017-05-25,2017-05-25,USW00003928,0.0,0.0,0.0,15.0,83.0,48.0
USW00003928_2017-05-26,2017-05-26,USW00003928,0.0,0.0,0.0,10.3,87.0,62.0
USW00003928_2017-05-27,2017-05-27,USW00003928,0.0,0.0,0.0,13.9,85.0,67.0
USW00003928_2017-05-28,2017-05-28,USW00003928,0.0,0.0,0.0,10.1,83.0,57.0
USW00003928_2017-05-29,2017-05-29,USW00003928,0.0,0.0,0.0,7.8,85.0,55.0
USW00003928_2017-05-30,2017-05-30,USW00003928,0.01,0.0,0.0,6.9,84.0,59.0
USW00003928_2017-05-31,2017-05-31,USW00003928,0.13,0.0,0.0,11.4,89.0,61.0
USW00003928_2017-06-01,2017-06-01,USW00003928,0.06,0.0,0.0,11.2,85.0,61.0
USW00003928_2017-06-02,2017-06-02,USW00003928,0.0,0.0,0.0,9.6,83.0,60.0
USW00003928_2017-06-03,2017-06-03,USW00003928,0.55,0.0,0.0,2.9,80.0,63.0
USW00003928_2017-06-04,2017-06-04,USW00003928,0.2,0.0,0.0,6.7,83.0,67.0
USW00003928_2017-06-05,2017-06-05,USW00003928,0.0,0.0,0.0,6.7,88.0,63.0
USW00003928_2017-06-06,2017-06-06,USW00003928,0.0,0.0,0.0,6.9,90.0,66.0
USW00003928_2017-06-07,2017-06-07,USW00003928,0.0,0.0,0.0,6.7,82.0,62.0
USW00003928_2017-06-08,2017-06-08,USW00003928,0.0,0.0,0.0,6.0,82.0,58.0
USW00003928_2017-06-09,2017-06-09,USW00003928,0.0,0.0,0.0,13.4,87.0,62.0
USW00003928_2017-06-10,2017-06-10,USW00003928,0.0,0.0,0.0,21.7,91.0,69.0
USW00003928_2017-06-11,2017-06-11,USW00003928,0.0,0.0,0.0,23.3,92.0,71.0
USW00003928_2017-06-12,2017-06-12,USW00003928,0.0,0.0,0.0,20.8,93.0,71.0
USW00003928_2017-06-13,2017-06-13,USW00003928,0.0,0.0,0.0,23.7,93.0,74.0
USW00003928_2017-06-14,2017-06-14,USW00003928,0.1,0.0,0.0,11.6,93.0,71.0
USW00003928_2017-06-15,2017-06-15,USW00003928,1.33,0.0,0.0,13.6,95.0,65.0
USW00003928_2017-06-16,2017-06-16,USW00003928,0.0,0.0,0.0,12.1,95.0,66.0
USW00003928_2017-06-17,2017-06-17,USW00003928,0.54,0.0,0.0,14.1,94.0,72.0
USW00003928_2017-06-18,2017-06-18,USW00003928,0.36,0.0,0.0,9.6,85.0,64.0
USW00003928_2017-06-19,2017-06-19,USW00003928,0.0,0.0,0.0,5.1,86.0,60.0
USW00003928_2017-06-20,2017-06-20,USW00003928,0.0,0.0,0.0,10.5,93.0,62.0
USW00003928_2017-06-21,2017-06-21,USW00003928,0.0,0.0,0.0,15.2,93.0,67.0
USW00003928_2017-06-22,2017-06-22,USW00003928,0.0,0.0,0.0,13.0,93.0,68.0
USW00003928_2017-06-23,2017-06-23,USW00003928,0.0,0.0,0.0,12.3,84.0,65.0
USW00003928_2017-06-24,2017-06-24,USW00003928,0.0,0.0,0.0,5.4,84.0,59.0
USW00003928_2017-06-25,2017-06-25,USW00003928,0.05,0.0,0.0,6.7,82.0,63.0
USW00003928_2017-06-26,2017-06-26,USW00003928,0.03,0.0,0.0,7.4,88.0,62.0
USW00003928_2017-06-27,2017-06-27,USW00003928,0.0,0.0,0.0,15.0,92.0,65.0
USW00003928_2017-06-28,2017-06-28,USW00003928,0.0,0.0,0.0,19.0,94.0,72.0
USW00003928_2017-06-29,2017-06-29,USW00003928,0.0,0.0,0.0,13.2,94.0,74.0
USW00003928_2017-06-30,2017-06-30,USW00003928,1.36,0.0,0.0,10.7,83.0,67.0
USW00003928_2017-07-01,2017-07-01,USW00003928,0.0,0.0,0.0,5.4,87.0,58.0
USW00003928_2017-07-02,2017-07-02,USW00003928,0.08,0.0,0.0,8.7,90.0,68.0
USW00003928_2017-07-03,2017-07-03,USW00003928,0.01,0.0,0.0,9.8,84.0,67.0
USW00003928_2017-07-04,2017-07-04,USW00003928,0.0,0.0,0.0,7.8,83.0,66.0
USW00003928_2017-07-05,2017-07-05,USW00003928,0.0,0.0,0.0,3.8,89.0,65.0
USW00003928_2017-07-06,2017-07-06,USW00003928,0.0,0.0,0.0,4.0,94.0,65.0
USW00003928_2017-07-07,2017-07-07,USW00003928,0.0,0.0,0.0,9.2,97.0,70.0
USW00003928_2017-07-08,2017-07-08,USW00003928,0.14,0.0,0.0,7.8,89.0,70.0
USW00003928_2017-07-09,2017-07-09,USW00003928,0.0,0.0,0.0,10.1,94.0,67.0
USW00003928_2017-07-10,2017-07-10,USW00003928,0.0,0.0,0.0,13.9,97.0,72.0
USW00003928_2017-07-11,2017-07-11,USW00003928,0.0,0.0,0.0,16.1,102.0,75.0
USW00003928_2017-07-12,2017-07-12,USW00003928,0.0,0.0,0.0,15.0,101.0,74.0
USW00003928_2017-07-13,2017-07-13,USW00003928,0.0,0.0,0.0,11.6,101.0,73.0
USW00003928_2017-07-14,2017-07-14,USW00003928,0.7,0.0,0.0,7.6,89.0,72.0
USW00003928_2017-07-15,2017-07-15,USW00003928,0.18,0.0,0.0,6.7,92.0,75.0
USW00003928_2017-07-16,2017-07-16,USW00003928,0.0,0.0,0.0,5.4,93.0,73.0
USW00003928_2017-07-17,2017-07-17,USW00003928,0.0,0.0,0.0,10.5,94.0,70.0
USW00003928_2017-07-18,2017-07-18,USW00003928,0.0,0.0,0.0,13.9,97.0,72.0
USW00003928_2017-07-19,2017-07-19,USW00003928,0.0,0.0,0.0,12.8,101.0,75.0
USW00003928_2017-07-20,2017-07-20,USW00003928,0.0,0.0,0.0,13.4,103.0,76.0
USW00003928_2017-07-21,2017-07-21,USW00003928,0.0,0.0,0.0,13.2,105.0,75.0
USW00003928_2017-07-22,2017-07-22,USW00003928,0.23,0.0,0.0,11.2,107.0,73.0
USW00003928_2017-07-23,2017-07-23,USW00003928,0.04,0.0,0.0,6.9,94.0,72.0
USW00003928_2017-07-24,2017-07-24,USW00003928,0.0,0.0,0.0,4.9,98.0,70.0
USW00003928_2017-07-25,2017-07-25,USW00003928,0.0,0.0,0.0,12.1,100.0,71.0
USW00003928_2017-07-26,2017-07-26,USW00003928,0.32,0.0,0.0,12.8,100.0,79.0
USW00003928_2017-07-27,2017-07-27,USW00003928,0.0,0.0,0.0,11.0,88.0,76.0
USW00003928_2017-07-28,2017-07-28,USW00003928,0.0,0.0,0.0,10.1,93.0,73.0
USW00003928_2017-07-29,2017-07-29,USW00003928,0.0,0.0,0.0,10.1,87.0,69.0
USW00003928_2017-07-30,2017-07-30,USW00003928,0.0,0.0,0.0,9.2,88.0,70.0
USW00003928_2017-07-31,2017-07-31,USW00003928,0.03,0.0,0.0,6.7,75.0,70.0
USW00003928_2017-08-01,2017-08-01,USW00003928,0.0,0.0,0.0,3.8,85.0,68.0
USW00003928_2017-08-02,2017-08-02,USW00003928,0.0,0.0,0.0,5.4,91.0,64.0
USW00003928_2017-08-03,2017-08-03,USW00003928,0.0,0.0,0.0,9.6,91.0,67.0
USW00003928_2017-08-04,2017-08-04,USW00003928,0.0,0.0,0.0,9.8,84.0,65.0
USW00003928_2017-08-05,2017-08-05,USW00003928,1.24,0.0,0.0,15.0,90.0,66.0
USW00003928_2017-08-06,2017-08-06,USW00003928,0.02,0.0,0.0,9.8,82.0,68.0
USW00003928_2017-08-07,2017-08-07,USW00003928,0.0,0.0,0.0,8.5,77.0,66.0
USW00003928_2017-08-08,2017-08-08,USW00003928,0.0,0.0,0.0,8.1,84.0,63.0
USW00003928_2017-08-09,2017-08-09,USW00003928,0.3,0.0,0.0,8.3,85.0,65.0
USW00003928_2017-08-10,2017-08-10,USW00003928,0.0,0.0,0.0,3.8,87.0,66.0
USW00003928_2017-08-11,2017-08-11,USW00003928,0.28,0.0,0.0,9.6,85.0,68.0
USW00003928_2017-08-12,2017-08-12,USW00003928,0.0,0.0,0.0,6.3,78.0,63.0
USW00003928_2017-08-13,2017-08-13,USW00003928,0.0,0.0,0.0,4.9,86.0,61.0
USW00003928_2017-08-14,2017-08-14,USW00003928,0.0,0.0,0.0,9.2,89.0,69.0
USW00003928_2017-08-15,2017-08-15,USW00003928,0.0,0.0,0.0,8.9,89.0,72.0
USW00003928_2017-08-16,2017-08-16,USW00003928,0.07,0.0,0.0,8.5,90.0,68.0
USW00003928_2017-08-17,2017-08-17,USW00003928,0.0,0.0,0.0,5.8,90.0,65.0
USW00003928_2017-08-18,2017-08-18,USW00003928,0.0,0.0,0.0,6.7,94.0,68.0
USW00003928_2017-08-19,2017-08-19,USW00003928,0.0,0.0,0.0,7.8,99.0,71.0
USW00003928_2017-08-20,2017-08-20,USW00003928,0.0,0.0,0.0,11.9,98.0,72.0
USW00003928_2017-08-21,2017-08-21,USW00003928,0.29,0.0,0.0,12.1,96.0,75.0
USW00003928_2017-08-22,2017-08-22,USW00003928,0.0,0.0,0.0,12.1,87.0,67.0
USW00003928_2017-08-23,2017-08-23,USW00003928,0.0,0.0,0.0,8.5,86.0,60.0
USW00003928_2017-08-24,2017-08-24,USW00003928,0.0,0.0,0.0,8.1,86.0,57.0
USW00003928_2017-08-25,2017-08-25,USW00003928,0.0,0.0,0.0,9.4,83.0,67.0
USW00003928_2017-08-26,2017-08-26,USW00003928,0.0,0.0,0.0,7.6,88.0,65.0
USW00003928_2017-08-27,2017-08-27,USW00003928,0.0,0.0,0.0,6.7,89.0,64.0
USW00003928_2017-08-28,2017-08-28,USW00003928,0.0,0.0,0.0,9.6,87.0,63.0
USW00003928_2017-08-29,2017-08-29,USW00003928,0.0,0.0,0.0,6.0,84.0,57.0
USW00003928_2017-08-30,2017-08-30,USW00003928,0.0,0.0,0.0,7.6,84.0,59.0
USW00003928_2017-08-31,2017-08-31,USW00003928,0.0,0.0,0.0,8.1,85.0,60.0
USW00003928_2017-09-01,2017-09-01,USW00003928,0.05,0.0,0.0,6.9,84.0,60.0
USW00003928_2017-09-02,2017-09-02,USW00003928,0.08,0.0,0.0,5.4,89.0,64.0
USW00003928_2017-09-03,2017-09-03,USW00003928,0.0,0.0,0.0,6.3,94.0,66.0
USW00003928_2017-09-04,2017-09-04,USW00003928,0.0,0.0,0.0,12.3,98.0,66.0
USW00003928_2017-09-05,2017-09-05,USW00003928,0.0,0.0,0.0,13.0,81.0,59.0
USW00003928_2017-09-06,2017-09-06,USW00003928,0.0,0.0,0.0,5.8,81.0,46.0
USW00003928_2017-09-07,2017-09-07,USW00003928,0.0,0.0,0.0,6.9,87.0,51.0
USW00003928_2017-09-08,2017-09-08,USW00003928,0.0,0.0,0.0,11.6,89.0,57.0
USW00003928_2017-09-09,2017-09-09,USW00003928,0.0,0.0,0.0,10.5,87.0,56.0
USW00003928_2017-09-10,2017-09-10,USW00003928,0.0,0.0,0.0,10.1,85.0,58.0
USW00003928_2017-09-11,2017-09-11,USW00003928,0.0,0.0,0.0,4.0,87.0,56.0
USW00003928_2017-09-12,2017-09-12,USW00003928,0.0,0.0,0.0,5.1,83.0,56.0
USW00003928_2017-09-13,2017-09-13,USW00003928,0.0,0.0,0.0,4.9,90.0,52.0
USW00003928_2017-09-14,2017-09-14,USW00003928,0.0,0.0,0.0,12.5,95.0,57.0
USW00003928_2017-09-15,2017-09-15,USW00003928,0.09,0.0,0.0,14.3,84.0,68.0
USW00003928_2017-09-16,2017-09-16,USW00003928,0.08,0.0,0.0,14.1,90.0,71.0
USW00003928_2017-09-17,2017-09-17,USW00003928,0.04,0.0,0.0,10.1,75.0,63.0
USW00003928_2017-09-18,2017-09-18,USW00003928,0.0,0.0,0.0,10.5,89.0,66.0
USW00003928_2017-09-19,2017-09-19,USW00003928,0.0,0.0,0.0,18.6,97.0,67.0
USW00003928_2017-09-20,2017-09-20,USW00003928,0.0,0.0,0.0,12.1,92.0,68.0
USW00003928_2017-09-21,2017-09-21,USW00003928,0.0,0.0,0.0,18.1,98.0,73.0
USW00003928_2017-09-22,2017-09-22,USW00003928,0.0,0.0,0.0,17.0,94.0,72.0
USW00003928_2017-09-23,2017-09-23,USW00003928,0.0,0.0,0.0,13.4,92.0,69.0
USW00003928_2017-09-24,2017-09-24,USW00003928,0.02,0.0,0.0,13.2,89.0,70.0
USW00003928_2017-09-25,2017-09-25,USW00003928,1.73,0.0,0.0,9.2,85.0,64.0
USW00003928_2017-09-26,2017-09-26,USW00003928,0.23,0.0,0.0,11.2,64.0,57.0
USW00003928_2017-09-27,2017-09-27,USW00003928,0.02,0.0,0.0,10.1,70.0,58.0
USW00003928_2017-09-28,2017-09-28,USW00003928,0.0,0.0,0.0,7.8,77.0,54.0
USW00003928_2017-09-29,2017-09-29,USW00003928,0.0,0.0,0.0,2.7,81.0,57.0
USW00003928_2017-09-30,2017-09-30,USW00003928,0.0,0.0,0.0,9.6,80.0,57.0
USW00003928_2017-10-01,2017-10-01,USW00003928,0.0,0.0,0.0,17.0,80.0,62.0
USW00003928_2017-10-02,2017-10-02,USW00003928,0.0,0.0,0.0,19.7,86.0,66.0
